 refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid
"DGTS 30:0","Glycerolipids","Other Glycerolipids","DGTS",C40H77NO7,683.570004,,"",
"DGTS 30:0;O","Glycerolipids","Other Glycerolipids","DGTS",C40H77NO8,699.564919,,"",
"DGTS 30:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H77NO9,715.559834,,"",
"DGTS 30:1","Glycerolipids","Other Glycerolipids","DGTS",C40H75NO7,681.554354,,"",
"DGTS 30:1;O","Glycerolipids","Other Glycerolipids","DGTS",C40H75NO8,697.549269,,"",
"DGTS 30:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H75NO9,713.544184,,"",
"DGTS 30:2","Glycerolipids","Other Glycerolipids","DGTS",C40H73NO7,679.538704,,"",
"DGTS 30:2;O","Glycerolipids","Other Glycerolipids","DGTS",C40H73NO8,695.533619,,"",
"DGTS 30:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H73NO9,711.528534,,"",
"DGTS 30:3","Glycerolipids","Other Glycerolipids","DGTS",C40H71NO7,677.523054,,"",
"DGTS 30:3;O","Glycerolipids","Other Glycerolipids","DGTS",C40H71NO8,693.517969,,"",
"DGTS 30:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H71NO9,709.512884,,"",
"DGTS 30:4","Glycerolipids","Other Glycerolipids","DGTS",C40H69NO7,675.507404,,"",
"DGTS 30:4;O","Glycerolipids","Other Glycerolipids","DGTS",C40H69NO8,691.502319,,"",
"DGTS 30:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H69NO9,707.497234,,"",
"DGTS 30:5","Glycerolipids","Other Glycerolipids","DGTS",C40H67NO7,673.491754,,"",
"DGTS 30:5;O","Glycerolipids","Other Glycerolipids","DGTS",C40H67NO8,689.486669,,"",
"DGTS 30:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H67NO9,705.481584,,"",
"DGTS 30:6","Glycerolipids","Other Glycerolipids","DGTS",C40H65NO7,671.476104,,"",
"DGTS 30:6;O","Glycerolipids","Other Glycerolipids","DGTS",C40H65NO8,687.471019,,"",
"DGTS 30:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H65NO9,703.465934,,"",
"DGTS 30:7","Glycerolipids","Other Glycerolipids","DGTS",C40H63NO7,669.460454,,"",
"DGTS 30:7;O","Glycerolipids","Other Glycerolipids","DGTS",C40H63NO8,685.455369,,"",
"DGTS 30:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H63NO9,701.450284,,"",
"DGTS 30:8","Glycerolipids","Other Glycerolipids","DGTS",C40H61NO7,667.444804,,"",
"DGTS 30:8;O","Glycerolipids","Other Glycerolipids","DGTS",C40H61NO8,683.439719,,"",
"DGTS 30:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C40H61NO9,699.434634,,"",
"DGTS 31:0","Glycerolipids","Other Glycerolipids","DGTS",C41H79NO7,697.585654,,"",
"DGTS 31:0;O","Glycerolipids","Other Glycerolipids","DGTS",C41H79NO8,713.580569,,"",
"DGTS 31:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H79NO9,729.575484,,"",
"DGTS 31:1","Glycerolipids","Other Glycerolipids","DGTS",C41H77NO7,695.570004,,"",
"DGTS 31:1;O","Glycerolipids","Other Glycerolipids","DGTS",C41H77NO8,711.564919,,"",
"DGTS 31:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H77NO9,727.559834,,"",
"DGTS 31:2","Glycerolipids","Other Glycerolipids","DGTS",C41H75NO7,693.554354,,"",
"DGTS 31:2;O","Glycerolipids","Other Glycerolipids","DGTS",C41H75NO8,709.549269,,"",
"DGTS 31:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H75NO9,725.544184,,"",
"DGTS 31:3","Glycerolipids","Other Glycerolipids","DGTS",C41H73NO7,691.538704,,"",
"DGTS 31:3;O","Glycerolipids","Other Glycerolipids","DGTS",C41H73NO8,707.533619,,"",
"DGTS 31:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H73NO9,723.528534,,"",
"DGTS 31:4","Glycerolipids","Other Glycerolipids","DGTS",C41H71NO7,689.523054,,"",
"DGTS 31:4;O","Glycerolipids","Other Glycerolipids","DGTS",C41H71NO8,705.517969,,"",
"DGTS 31:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H71NO9,721.512884,,"",
"DGTS 31:5","Glycerolipids","Other Glycerolipids","DGTS",C41H69NO7,687.507404,,"",
"DGTS 31:5;O","Glycerolipids","Other Glycerolipids","DGTS",C41H69NO8,703.502319,,"",
"DGTS 31:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H69NO9,719.497234,,"",
"DGTS 31:6","Glycerolipids","Other Glycerolipids","DGTS",C41H67NO7,685.491754,,"",
"DGTS 31:6;O","Glycerolipids","Other Glycerolipids","DGTS",C41H67NO8,701.486669,,"",
"DGTS 31:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H67NO9,717.481584,,"",
"DGTS 31:7","Glycerolipids","Other Glycerolipids","DGTS",C41H65NO7,683.476104,,"",
"DGTS 31:7;O","Glycerolipids","Other Glycerolipids","DGTS",C41H65NO8,699.471019,,"",
"DGTS 31:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H65NO9,715.465934,,"",
"DGTS 31:8","Glycerolipids","Other Glycerolipids","DGTS",C41H63NO7,681.460454,,"",
"DGTS 31:8;O","Glycerolipids","Other Glycerolipids","DGTS",C41H63NO8,697.455369,,"",
"DGTS 31:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C41H63NO9,713.450284,,"",
"DGTS 32:0","Glycerolipids","Other Glycerolipids","DGTS",C42H81NO7,711.601304,,"",
"DGTS 32:0;O","Glycerolipids","Other Glycerolipids","DGTS",C42H81NO8,727.596219,,"",
"DGTS 32:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H81NO9,743.591134,,"",
"DGTS 32:1","Glycerolipids","Other Glycerolipids","DGTS",C42H79NO7,709.585654,,"",
"DGTS 32:1;O","Glycerolipids","Other Glycerolipids","DGTS",C42H79NO8,725.580569,,"",
"DGTS 32:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H79NO9,741.575484,,"",
"DGTS 32:2","Glycerolipids","Other Glycerolipids","DGTS",C42H77NO7,707.570004,,"",
"DGTS 32:2;O","Glycerolipids","Other Glycerolipids","DGTS",C42H77NO8,723.564919,,"",
"DGTS 32:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H77NO9,739.559834,,"",
"DGTS 32:3","Glycerolipids","Other Glycerolipids","DGTS",C42H75NO7,705.554354,,"",
"DGTS 32:3;O","Glycerolipids","Other Glycerolipids","DGTS",C42H75NO8,721.549269,,"",
"DGTS 32:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H75NO9,737.544184,,"",
"DGTS 32:4","Glycerolipids","Other Glycerolipids","DGTS",C42H73NO7,703.538704,,"",
"DGTS 32:4;O","Glycerolipids","Other Glycerolipids","DGTS",C42H73NO8,719.533619,,"",
"DGTS 32:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H73NO9,735.528534,,"",
"DGTS 32:5","Glycerolipids","Other Glycerolipids","DGTS",C42H71NO7,701.523054,,"",
"DGTS 32:5;O","Glycerolipids","Other Glycerolipids","DGTS",C42H71NO8,717.517969,,"",
"DGTS 32:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H71NO9,733.512884,,"",
"DGTS 32:6","Glycerolipids","Other Glycerolipids","DGTS",C42H69NO7,699.507404,,"",
"DGTS 32:6;O","Glycerolipids","Other Glycerolipids","DGTS",C42H69NO8,715.502319,,"",
"DGTS 32:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H69NO9,731.497234,,"",
"DGTS 32:7","Glycerolipids","Other Glycerolipids","DGTS",C42H67NO7,697.491754,,"",
"DGTS 32:7;O","Glycerolipids","Other Glycerolipids","DGTS",C42H67NO8,713.486669,,"",
"DGTS 32:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H67NO9,729.481584,,"",
"DGTS 32:8","Glycerolipids","Other Glycerolipids","DGTS",C42H65NO7,695.476104,,"",
"DGTS 32:8;O","Glycerolipids","Other Glycerolipids","DGTS",C42H65NO8,711.471019,,"",
"DGTS 32:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H65NO9,727.465934,,"",
"DGTS 32:9","Glycerolipids","Other Glycerolipids","DGTS",C42H63NO7,693.460454,,"",
"DGTS 32:9;O","Glycerolipids","Other Glycerolipids","DGTS",C42H63NO8,709.455369,,"",
"DGTS 32:9;O2","Glycerolipids","Other Glycerolipids","DGTS",C42H63NO9,725.450284,,"",
"DGTS 33:0","Glycerolipids","Other Glycerolipids","DGTS",C43H83NO7,725.616954,,"",
"DGTS 33:0;O","Glycerolipids","Other Glycerolipids","DGTS",C43H83NO8,741.611869,,"",
"DGTS 33:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H83NO9,757.606784,,"",
"DGTS 33:1","Glycerolipids","Other Glycerolipids","DGTS",C43H81NO7,723.601304,,"",
"DGTS 33:1;O","Glycerolipids","Other Glycerolipids","DGTS",C43H81NO8,739.596219,,"",
"DGTS 33:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H81NO9,755.591134,,"",
"DGTS 33:2","Glycerolipids","Other Glycerolipids","DGTS",C43H79NO7,721.585654,,"",
"DGTS 33:2;O","Glycerolipids","Other Glycerolipids","DGTS",C43H79NO8,737.580569,,"",
"DGTS 33:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H79NO9,753.575484,,"",
"DGTS 33:3","Glycerolipids","Other Glycerolipids","DGTS",C43H77NO7,719.570004,,"",
"DGTS 33:3;O","Glycerolipids","Other Glycerolipids","DGTS",C43H77NO8,735.564919,,"",
"DGTS 33:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H77NO9,751.559834,,"",
"DGTS 33:4","Glycerolipids","Other Glycerolipids","DGTS",C43H75NO7,717.554354,,"",
"DGTS 33:4;O","Glycerolipids","Other Glycerolipids","DGTS",C43H75NO8,733.549269,,"",
"DGTS 33:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H75NO9,749.544184,,"",
"DGTS 33:5","Glycerolipids","Other Glycerolipids","DGTS",C43H73NO7,715.538704,,"",
"DGTS 33:5;O","Glycerolipids","Other Glycerolipids","DGTS",C43H73NO8,731.533619,,"",
"DGTS 33:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H73NO9,747.528534,,"",
"DGTS 33:6","Glycerolipids","Other Glycerolipids","DGTS",C43H71NO7,713.523054,,"",
"DGTS 33:6;O","Glycerolipids","Other Glycerolipids","DGTS",C43H71NO8,729.517969,,"",
"DGTS 33:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H71NO9,745.512884,,"",
"DGTS 33:7","Glycerolipids","Other Glycerolipids","DGTS",C43H69NO7,711.507404,,"",
"DGTS 33:7;O","Glycerolipids","Other Glycerolipids","DGTS",C43H69NO8,727.502319,,"",
"DGTS 33:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H69NO9,743.497234,,"",
"DGTS 33:8","Glycerolipids","Other Glycerolipids","DGTS",C43H67NO7,709.491754,,"",
"DGTS 33:8;O","Glycerolipids","Other Glycerolipids","DGTS",C43H67NO8,725.486669,,"",
"DGTS 33:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H67NO9,741.481584,,"",
"DGTS 33:9","Glycerolipids","Other Glycerolipids","DGTS",C43H65NO7,707.476104,,"",
"DGTS 33:9;O","Glycerolipids","Other Glycerolipids","DGTS",C43H65NO8,723.471019,,"",
"DGTS 33:9;O2","Glycerolipids","Other Glycerolipids","DGTS",C43H65NO9,739.465934,,"",
"DGTS 34:0","Glycerolipids","Other Glycerolipids","DGTS",C44H85NO7,739.632604,,"",
"DGTS 34:0;O","Glycerolipids","Other Glycerolipids","DGTS",C44H85NO8,755.627519,,"",
"DGTS 34:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H85NO9,771.622434,,"",
"DGTS 34:1","Glycerolipids","Other Glycerolipids","DGTS",C44H83NO7,737.616954,,"",
"DGTS 34:1;O","Glycerolipids","Other Glycerolipids","DGTS",C44H83NO8,753.611869,,"",
"DGTS 34:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H83NO9,769.606784,,"",
"DGTS 34:2","Glycerolipids","Other Glycerolipids","DGTS",C44H81NO7,735.601304,,"",
"DGTS 34:2;O","Glycerolipids","Other Glycerolipids","DGTS",C44H81NO8,751.596219,,"",
"DGTS 34:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H81NO9,767.591134,,"",
"DGTS 34:3","Glycerolipids","Other Glycerolipids","DGTS",C44H79NO7,733.585654,,"",
"DGTS 34:3;O","Glycerolipids","Other Glycerolipids","DGTS",C44H79NO8,749.580569,,"",
"DGTS 34:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H79NO9,765.575484,,"",
"DGTS 34:4","Glycerolipids","Other Glycerolipids","DGTS",C44H77NO7,731.570004,,"",
"DGTS 34:4;O","Glycerolipids","Other Glycerolipids","DGTS",C44H77NO8,747.564919,,"",
"DGTS 34:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H77NO9,763.559834,,"",
"DGTS 34:5","Glycerolipids","Other Glycerolipids","DGTS",C44H75NO7,729.554354,,"",
"DGTS 34:5;O","Glycerolipids","Other Glycerolipids","DGTS",C44H75NO8,745.549269,,"",
"DGTS 34:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H75NO9,761.544184,,"",
"DGTS 34:6","Glycerolipids","Other Glycerolipids","DGTS",C44H73NO7,727.538704,,"",
"DGTS 34:6;O","Glycerolipids","Other Glycerolipids","DGTS",C44H73NO8,743.533619,,"",
"DGTS 34:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H73NO9,759.528534,,"",
"DGTS 34:7","Glycerolipids","Other Glycerolipids","DGTS",C44H71NO7,725.523054,,"",
"DGTS 34:7;O","Glycerolipids","Other Glycerolipids","DGTS",C44H71NO8,741.517969,,"",
"DGTS 34:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H71NO9,757.512884,,"",
"DGTS 34:8","Glycerolipids","Other Glycerolipids","DGTS",C44H69NO7,723.507404,,"",
"DGTS 34:8;O","Glycerolipids","Other Glycerolipids","DGTS",C44H69NO8,739.502319,,"",
"DGTS 34:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H69NO9,755.497234,,"",
"DGTS 34:9","Glycerolipids","Other Glycerolipids","DGTS",C44H67NO7,721.491754,,"",
"DGTS 34:9;O","Glycerolipids","Other Glycerolipids","DGTS",C44H67NO8,737.486669,,"",
"DGTS 34:9;O2","Glycerolipids","Other Glycerolipids","DGTS",C44H67NO9,753.481584,,"",
"DGTS 35:0","Glycerolipids","Other Glycerolipids","DGTS",C45H87NO7,753.648254,,"",
"DGTS 35:0;O","Glycerolipids","Other Glycerolipids","DGTS",C45H87NO8,769.643169,,"",
"DGTS 35:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H87NO9,785.638084,,"",
"DGTS 35:1","Glycerolipids","Other Glycerolipids","DGTS",C45H85NO7,751.632604,,"",
"DGTS 35:10","Glycerolipids","Other Glycerolipids","DGTS",C45H67NO7,733.491754,,"",
"DGTS 35:10;O","Glycerolipids","Other Glycerolipids","DGTS",C45H67NO8,749.486669,,"",
"DGTS 35:10;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H67NO9,765.481584,,"",
"DGTS 35:1;O","Glycerolipids","Other Glycerolipids","DGTS",C45H85NO8,767.627519,,"",
"DGTS 35:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H85NO9,783.622434,,"",
"DGTS 35:2","Glycerolipids","Other Glycerolipids","DGTS",C45H83NO7,749.616954,,"",
"DGTS 35:2;O","Glycerolipids","Other Glycerolipids","DGTS",C45H83NO8,765.611869,,"",
"DGTS 35:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H83NO9,781.606784,,"",
"DGTS 35:3","Glycerolipids","Other Glycerolipids","DGTS",C45H81NO7,747.601304,,"",
"DGTS 35:3;O","Glycerolipids","Other Glycerolipids","DGTS",C45H81NO8,763.596219,,"",
"DGTS 35:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H81NO9,779.591134,,"",
"DGTS 35:4","Glycerolipids","Other Glycerolipids","DGTS",C45H79NO7,745.585654,,"",
"DGTS 35:4;O","Glycerolipids","Other Glycerolipids","DGTS",C45H79NO8,761.580569,,"",
"DGTS 35:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H79NO9,777.575484,,"",
"DGTS 35:5","Glycerolipids","Other Glycerolipids","DGTS",C45H77NO7,743.570004,,"",
"DGTS 35:5;O","Glycerolipids","Other Glycerolipids","DGTS",C45H77NO8,759.564919,,"",
"DGTS 35:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H77NO9,775.559834,,"",
"DGTS 35:6","Glycerolipids","Other Glycerolipids","DGTS",C45H75NO7,741.554354,,"",
"DGTS 35:6;O","Glycerolipids","Other Glycerolipids","DGTS",C45H75NO8,757.549269,,"",
"DGTS 35:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H75NO9,773.544184,,"",
"DGTS 35:7","Glycerolipids","Other Glycerolipids","DGTS",C45H73NO7,739.538704,,"",
"DGTS 35:7;O","Glycerolipids","Other Glycerolipids","DGTS",C45H73NO8,755.533619,,"",
"DGTS 35:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H73NO9,771.528534,,"",
"DGTS 35:8","Glycerolipids","Other Glycerolipids","DGTS",C45H71NO7,737.523054,,"",
"DGTS 35:8;O","Glycerolipids","Other Glycerolipids","DGTS",C45H71NO8,753.517969,,"",
"DGTS 35:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H71NO9,769.512884,,"",
"DGTS 35:9","Glycerolipids","Other Glycerolipids","DGTS",C45H69NO7,735.507404,,"",
"DGTS 35:9;O","Glycerolipids","Other Glycerolipids","DGTS",C45H69NO8,751.502319,,"",
"DGTS 35:9;O2","Glycerolipids","Other Glycerolipids","DGTS",C45H69NO9,767.497234,,"",
"DGTS 36:0","Glycerolipids","Other Glycerolipids","DGTS",C46H89NO7,767.663904,,"",
"DGTS 36:0;O","Glycerolipids","Other Glycerolipids","DGTS",C46H89NO8,783.658819,,"",
"DGTS 36:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H89NO9,799.653734,,"",
"DGTS 36:1","Glycerolipids","Other Glycerolipids","DGTS",C46H87NO7,765.648254,,"",
"DGTS 36:10","Glycerolipids","Other Glycerolipids","DGTS",C46H69NO7,747.507404,,"",
"DGTS 36:10;O","Glycerolipids","Other Glycerolipids","DGTS",C46H69NO8,763.502319,,"",
"DGTS 36:10;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H69NO9,779.497234,,"",
"DGTS 36:1;O","Glycerolipids","Other Glycerolipids","DGTS",C46H87NO8,781.643169,,"",
"DGTS 36:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H87NO9,797.638084,,"",
"DGTS 36:2","Glycerolipids","Other Glycerolipids","DGTS",C46H85NO7,763.632604,,"",
"DGTS 36:2;O","Glycerolipids","Other Glycerolipids","DGTS",C46H85NO8,779.627519,,"",
"DGTS 36:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H85NO9,795.622434,,"",
"DGTS 36:3","Glycerolipids","Other Glycerolipids","DGTS",C46H83NO7,761.616954,,"",
"DGTS 36:3;O","Glycerolipids","Other Glycerolipids","DGTS",C46H83NO8,777.611869,,"",
"DGTS 36:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H83NO9,793.606784,,"",
"DGTS 36:4","Glycerolipids","Other Glycerolipids","DGTS",C46H81NO7,759.601304,,"",
"DGTS 36:4;O","Glycerolipids","Other Glycerolipids","DGTS",C46H81NO8,775.596219,,"",
"DGTS 36:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H81NO9,791.591134,,"",
"DGTS 36:5","Glycerolipids","Other Glycerolipids","DGTS",C46H79NO7,757.585654,,"",
"DGTS 36:5;O","Glycerolipids","Other Glycerolipids","DGTS",C46H79NO8,773.580569,,"",
"DGTS 36:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H79NO9,789.575484,,"",
"DGTS 36:6","Glycerolipids","Other Glycerolipids","DGTS",C46H77NO7,755.570004,,"",
"DGTS 36:6;O","Glycerolipids","Other Glycerolipids","DGTS",C46H77NO8,771.564919,,"",
"DGTS 36:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H77NO9,787.559834,,"",
"DGTS 36:7","Glycerolipids","Other Glycerolipids","DGTS",C46H75NO7,753.554354,,"",
"DGTS 36:7;O","Glycerolipids","Other Glycerolipids","DGTS",C46H75NO8,769.549269,,"",
"DGTS 36:7;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H75NO9,785.544184,,"",
"DGTS 36:8","Glycerolipids","Other Glycerolipids","DGTS",C46H73NO7,751.538704,,"",
"DGTS 36:8;O","Glycerolipids","Other Glycerolipids","DGTS",C46H73NO8,767.533619,,"",
"DGTS 36:8;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H73NO9,783.528534,,"",
"DGTS 36:9","Glycerolipids","Other Glycerolipids","DGTS",C46H71NO7,749.523054,,"",
"DGTS 36:9;O","Glycerolipids","Other Glycerolipids","DGTS",C46H71NO8,765.517969,,"",
"DGTS 36:9;O2","Glycerolipids","Other Glycerolipids","DGTS",C46H71NO9,781.512884,,"",
"DGTS 37:0","Glycerolipids","Other Glycerolipids","DGTS",C47H91NO7,781.679554,,"",
"DGTS 37:0;O","Glycerolipids","Other Glycerolipids","DGTS",C47H91NO8,797.674469,,"",
"DGTS 37:0;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H91NO9,813.669384,,"",
"DGTS 37:1","Glycerolipids","Other Glycerolipids","DGTS",C47H89NO7,779.663904,,"",
"DGTS 37:10","Glycerolipids","Other Glycerolipids","DGTS",C47H71NO7,761.523054,,"",
"DGTS 37:10;O","Glycerolipids","Other Glycerolipids","DGTS",C47H71NO8,777.517969,,"",
"DGTS 37:10;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H71NO9,793.512884,,"",
"DGTS 37:1;O","Glycerolipids","Other Glycerolipids","DGTS",C47H89NO8,795.658819,,"",
"DGTS 37:1;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H89NO9,811.653734,,"",
"DGTS 37:2","Glycerolipids","Other Glycerolipids","DGTS",C47H87NO7,777.648254,,"",
"DGTS 37:2;O","Glycerolipids","Other Glycerolipids","DGTS",C47H87NO8,793.643169,,"",
"DGTS 37:2;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H87NO9,809.638084,,"",
"DGTS 37:3","Glycerolipids","Other Glycerolipids","DGTS",C47H85NO7,775.632604,,"",
"DGTS 37:3;O","Glycerolipids","Other Glycerolipids","DGTS",C47H85NO8,791.627519,,"",
"DGTS 37:3;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H85NO9,807.622434,,"",
"DGTS 37:4","Glycerolipids","Other Glycerolipids","DGTS",C47H83NO7,773.616954,,"",
"DGTS 37:4;O","Glycerolipids","Other Glycerolipids","DGTS",C47H83NO8,789.611869,,"",
"DGTS 37:4;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H83NO9,805.606784,,"",
"DGTS 37:5","Glycerolipids","Other Glycerolipids","DGTS",C47H81NO7,771.601304,,"",
"DGTS 37:5;O","Glycerolipids","Other Glycerolipids","DGTS",C47H81NO8,787.596219,,"",
"DGTS 37:5;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H81NO9,803.591134,,"",
"DGTS 37:6","Glycerolipids","Other Glycerolipids","DGTS",C47H79NO7,769.585654,,"",
"DGTS 37:6;O","Glycerolipids","Other Glycerolipids","DGTS",C47H79NO8,785.580569,,"",
"DGTS 37:6;O2","Glycerolipids","Other Glycerolipids","DGTS",C47H79NO9,801.575484,,"",
