 refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid
"PC 20:1/7:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H62NO9P,671.416222,,"",
"PC 20:1/7:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H62NO10P,687.411137,,"",
"PC 20:1/7:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H62NO11P,703.406052,,"",
"PC 20:1/8:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H68NO9P,689.463172,,"",
"PC 20:1/8:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H68NO10P,705.458087,,"",
"PC 20:1/8:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H66NO10P,703.442437,,"",
"PC 20:1/8:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H66NO11P,719.437352,,"",
"PC 20:1/8:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO9P,685.431872,,"",
"PC 20:1/8:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO10P,701.426787,,"",
"PC 20:1/8:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO11P,717.421702,,"",
"PC 20:1/9:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H70NO9P,703.478822,,"",
"PC 20:1/9:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H70NO10P,719.473737,,"",
"PC 20:1/9:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H64NO10P,713.426787,,"",
"PC 20:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C28H54NO9P,579.353622,,"",
"PC 20:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C28H54NO10P,595.348537,,"",
"PC 20:2/11:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H70NO9P,727.478822,,"",
"PC 20:2/11:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H68NO11P,757.453002,,"",
"PC 20:2/12:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H72NO10P,757.489387,,"",
"PC 20:2/12:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H72NO11P,773.484302,,"",
"PC 20:2/12:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H70NO9P,739.478822,,"",
"PC 20:2/12:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H70NO10P,755.473737,,"",
"PC 20:2/12:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H70NO11P,771.468652,,"",
"PC 20:2/13:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H72NO9P,753.494472,,"",
"PC 20:2/13:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H72NO10P,769.489387,,"",
"PC 20:2/13:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H70NO10P,767.473737,,"",
"PC 20:2/18:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H86NO9P,827.604022,,"",
"PC 20:2/18:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H86NO10P,843.598937,,"",
"PC 20:2/18:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H84NO9P,825.588372,,"",
"PC 20:2/18:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H84NO10P,841.583287,,"",
"PC 20:2/18:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H82NO9P,823.572722,,"",
"PC 20:2/20:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H88NO9P,853.619672,,"",
"PC 20:2/20:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H86NO9P,851.604022,,"",
"PC 20:2/20:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H86NO10P,867.598937,,"",
"PC 20:2/20:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H86NO11P,883.593852,,"",
"PC 20:2/20:3;O4","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H86NO12P,899.588767,,"",
"PC 20:2/20:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO9P,849.588372,,"",
"PC 20:2/20:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO10P,865.583287,,"",
"PC 20:2/20:4;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO11P,881.578202,,"",
"PC 20:2/20:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO9P,847.572722,,"",
"PC 20:2/20:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO10P,863.567637,,"",
"PC 20:2/20:5;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO11P,879.562552,,"",
"PC 20:2/20:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO10P,861.551987,,"",
"PC 20:2/22:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H88NO9P,877.619672,,"",
"PC 20:2/22:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H86NO9P,875.604022,,"",
"PC 20:2/22:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H86NO10P,891.598937,,"",
"PC 20:2/22:6;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H84NO9P,873.588372,,"",
"PC 20:2/22:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H84NO10P,889.583287,,"",
"PC 20:2/22:7;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO9P,871.572722,,"",
"PC 20:2/4:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H58NO9P,631.384922,,"",
"PC 20:2/4:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H58NO10P,647.379837,,"",
"PC 20:2/5:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H60NO9P,645.400572,,"",
"PC 20:2/5:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H60NO10P,661.395487,,"",
"PC 20:2/6:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C34H60NO9P,657.400572,,"",
"PC 20:2/7:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H62NO10P,687.411137,,"",
"PC 20:2/7:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H62NO11P,703.406052,,"",
"PC 20:2/7:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H60NO9P,669.400572,,"",
"PC 20:2/7:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H60NO10P,685.395487,,"",
"PC 20:2/7:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H60NO11P,701.390402,,"",
"PC 20:2/8:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H66NO9P,687.447522,,"",
"PC 20:2/8:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H66NO10P,703.442437,,"",
"PC 20:2/8:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO10P,701.426787,,"",
"PC 20:2/8:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO11P,717.421702,,"",
"PC 20:2/8:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO9P,683.416222,,"",
"PC 20:2/8:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO10P,699.411137,,"",
"PC 20:2/8:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO11P,715.406052,,"",
"PC 20:2/9:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H68NO9P,701.463172,,"",
"PC 20:2/9:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H68NO10P,717.458087,,"",
"PC 20:2/9:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H62NO10P,711.411137,,"",
"PC 20:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C28H52NO9P,577.337972,,"",
"PC 20:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C28H52NO10P,593.332887,,"",
"PC 20:3/11:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H68NO9P,725.463172,,"",
"PC 20:3/11:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H66NO11P,755.437352,,"",
"PC 20:3/12:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H70NO10P,755.473737,,"",
"PC 20:3/12:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H70NO11P,771.468652,,"",
"PC 20:3/12:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H68NO9P,737.463172,,"",
"PC 20:3/12:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H68NO10P,753.458087,,"",
"PC 20:3/12:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H68NO11P,769.453002,,"",
"PC 20:3/13:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H70NO9P,751.478822,,"",
"PC 20:3/13:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H70NO10P,767.473737,,"",
"PC 20:3/13:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H68NO10P,765.458087,,"",
"PC 20:3/18:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H84NO9P,825.588372,,"",
"PC 20:3/18:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H84NO10P,841.583287,,"",
"PC 20:3/18:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H82NO9P,823.572722,,"",
"PC 20:3/18:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H82NO10P,839.567637,,"",
"PC 20:3/18:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H80NO9P,821.557072,,"",
"PC 20:3/20:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H86NO9P,851.604022,,"",
"PC 20:3/20:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO9P,849.588372,,"",
"PC 20:3/20:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO10P,865.583287,,"",
"PC 20:3/20:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO11P,881.578202,,"",
"PC 20:3/20:3;O4","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO12P,897.573117,,"",
"PC 20:3/20:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO9P,847.572722,,"",
"PC 20:3/20:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO10P,863.567637,,"",
"PC 20:3/20:4;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO11P,879.562552,,"",
"PC 20:3/20:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO9P,845.557072,,"",
"PC 20:3/20:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO10P,861.551987,,"",
"PC 20:3/20:5;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO11P,877.546902,,"",
"PC 20:3/20:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO10P,859.536337,,"",
"PC 20:3/22:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H86NO9P,875.604022,,"",
"PC 20:3/22:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H84NO9P,873.588372,,"",
"PC 20:3/22:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H84NO10P,889.583287,,"",
"PC 20:3/22:6;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO9P,871.572722,,"",
"PC 20:3/22:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO10P,887.567637,,"",
"PC 20:3/22:7;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H80NO9P,869.557072,,"",
"PC 20:3/4:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H56NO9P,629.369272,,"",
"PC 20:3/4:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H56NO10P,645.364187,,"",
"PC 20:3/5:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H58NO9P,643.384922,,"",
"PC 20:3/5:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H58NO10P,659.379837,,"",
"PC 20:3/6:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C34H58NO9P,655.384922,,"",
"PC 20:3/7:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H60NO10P,685.395487,,"",
"PC 20:3/7:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H60NO11P,701.390402,,"",
"PC 20:3/7:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H58NO9P,667.384922,,"",
"PC 20:3/7:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H58NO10P,683.379837,,"",
"PC 20:3/7:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H58NO11P,699.374752,,"",
"PC 20:3/8:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO9P,685.431872,,"",
"PC 20:3/8:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H64NO10P,701.426787,,"",
"PC 20:3/8:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO10P,699.411137,,"",
"PC 20:3/8:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO11P,715.406052,,"",
"PC 20:3/8:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO9P,681.400572,,"",
"PC 20:3/8:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO10P,697.395487,,"",
"PC 20:3/8:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO11P,713.390402,,"",
"PC 20:3/9:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H66NO9P,699.447522,,"",
"PC 20:3/9:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H66NO10P,715.442437,,"",
"PC 20:3/9:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H60NO10P,709.395487,,"",
"PC 20:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C28H50NO9P,575.322322,,"",
"PC 20:4/11:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H66NO9P,723.447522,,"",
"PC 20:4/11:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H64NO11P,753.421702,,"",
"PC 20:4/12:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H68NO10P,753.458087,,"",
"PC 20:4/12:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H68NO11P,769.453002,,"",
"PC 20:4/12:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H66NO9P,735.447522,,"",
"PC 20:4/12:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H66NO10P,751.442437,,"",
"PC 20:4/12:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H66NO11P,767.437352,,"",
"PC 20:4/13:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H68NO9P,749.463172,,"",
"PC 20:4/13:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H68NO10P,765.458087,,"",
"PC 20:4/13:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H66NO10P,763.442437,,"",
"PC 20:4/18:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H82NO9P,823.572722,,"",
"PC 20:4/18:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H82NO10P,839.567637,,"",
"PC 20:4/18:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H80NO9P,821.557072,,"",
"PC 20:4/18:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H80NO10P,837.551987,,"",
"PC 20:4/18:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H78NO9P,819.541422,,"",
"PC 20:4/20:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H84NO9P,849.588372,,"",
"PC 20:4/20:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO9P,847.572722,,"",
"PC 20:4/20:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO10P,863.567637,,"",
"PC 20:4/20:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO11P,879.562552,,"",
"PC 20:4/20:3;O4","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO12P,895.557467,,"",
"PC 20:4/20:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO9P,845.557072,,"",
"PC 20:4/20:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO10P,861.551987,,"",
"PC 20:4/20:4;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO11P,877.546902,,"",
"PC 20:4/20:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO9P,843.541422,,"",
"PC 20:4/20:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO10P,859.536337,,"",
"PC 20:4/20:5;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO11P,875.531252,,"",
"PC 20:4/20:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H76NO10P,857.520687,,"",
"PC 20:4/22:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H84NO9P,873.588372,,"",
"PC 20:4/22:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO9P,871.572722,,"",
"PC 20:4/22:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO10P,887.567637,,"",
"PC 20:4/22:6;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H80NO9P,869.557072,,"",
"PC 20:4/22:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H80NO10P,885.551987,,"",
"PC 20:4/22:7;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H78NO9P,867.541422,,"",
"PC 20:4/4:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H54NO9P,627.353622,,"",
"PC 20:4/4:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H54NO10P,643.348537,,"",
"PC 20:4/5:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H56NO9P,641.369272,,"",
"PC 20:4/5:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H56NO10P,657.364187,,"",
"PC 20:4/6:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C34H56NO9P,653.369272,,"",
"PC 20:4/7:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H58NO10P,683.379837,,"",
"PC 20:4/7:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H58NO11P,699.374752,,"",
"PC 20:4/7:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H56NO9P,665.369272,,"",
"PC 20:4/7:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H56NO10P,681.364187,,"",
"PC 20:4/7:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H56NO11P,697.359102,,"",
"PC 20:4/8:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO9P,683.416222,,"",
"PC 20:4/8:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H62NO10P,699.411137,,"",
"PC 20:4/8:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO10P,697.395487,,"",
"PC 20:4/8:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO11P,713.390402,,"",
"PC 20:4/8:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H58NO9P,679.384922,,"",
"PC 20:4/8:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H58NO10P,695.379837,,"",
"PC 20:4/8:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H58NO11P,711.374752,,"",
"PC 20:4/9:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H64NO9P,697.431872,,"",
"PC 20:4/9:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H64NO10P,713.426787,,"",
"PC 20:4/9:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H58NO10P,707.379837,,"",
"PC 20:5/11:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H64NO9P,721.431872,,"",
"PC 20:5/11:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C39H62NO11P,751.406052,,"",
"PC 20:5/12:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H66NO10P,751.442437,,"",
"PC 20:5/12:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H66NO11P,767.437352,,"",
"PC 20:5/12:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H64NO9P,733.431872,,"",
"PC 20:5/12:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H64NO10P,749.426787,,"",
"PC 20:5/12:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C40H64NO11P,765.421702,,"",
"PC 20:5/13:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H66NO9P,747.447522,,"",
"PC 20:5/13:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H66NO10P,763.442437,,"",
"PC 20:5/13:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C41H64NO10P,761.426787,,"",
"PC 20:5/18:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H80NO9P,821.557072,,"",
"PC 20:5/18:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H80NO10P,837.551987,,"",
"PC 20:5/18:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H78NO9P,819.541422,,"",
"PC 20:5/18:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H78NO10P,835.536337,,"",
"PC 20:5/18:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C46H76NO9P,817.525772,,"",
"PC 20:5/20:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H82NO9P,847.572722,,"",
"PC 20:5/20:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO9P,845.557072,,"",
"PC 20:5/20:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO10P,861.551987,,"",
"PC 20:5/20:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO11P,877.546902,,"",
"PC 20:5/20:3;O4","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H80NO12P,893.541817,,"",
"PC 20:5/20:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO9P,843.541422,,"",
"PC 20:5/20:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO10P,859.536337,,"",
"PC 20:5/20:4;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H78NO11P,875.531252,,"",
"PC 20:5/20:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H76NO9P,841.525772,,"",
"PC 20:5/20:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H76NO10P,857.520687,,"",
"PC 20:5/20:5;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H76NO11P,873.515602,,"",
"PC 20:5/20:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C48H74NO10P,855.505037,,"",
"PC 20:5/22:4;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H82NO9P,871.572722,,"",
"PC 20:5/22:5;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H80NO9P,869.557072,,"",
"PC 20:5/22:5;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H80NO10P,885.551987,,"",
"PC 20:5/22:6;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H78NO9P,867.541422,,"",
"PC 20:5/22:6;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H78NO10P,883.536337,,"",
"PC 20:5/22:7;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C50H76NO9P,865.525772,,"",
"PC 20:5/4:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H52NO9P,625.337972,,"",
"PC 20:5/4:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C32H52NO10P,641.332887,,"",
"PC 20:5/5:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H54NO9P,639.353622,,"",
"PC 20:5/5:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C33H54NO10P,655.348537,,"",
"PC 20:5/6:2;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C34H54NO9P,651.353622,,"",
"PC 20:5/7:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H56NO10P,681.364187,,"",
"PC 20:5/7:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H56NO11P,697.359102,,"",
"PC 20:5/7:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H54NO9P,663.353622,,"",
"PC 20:5/7:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H54NO10P,679.348537,,"",
"PC 20:5/7:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C35H54NO11P,695.343452,,"",
"PC 20:5/8:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO9P,681.400572,,"",
"PC 20:5/8:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H60NO10P,697.395487,,"",
"PC 20:5/8:2;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H58NO10P,695.379837,,"",
"PC 20:5/8:2;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H58NO11P,711.374752,,"",
"PC 20:5/8:3;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H56NO9P,677.369272,,"",
"PC 20:5/8:3;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H56NO10P,693.364187,,"",
"PC 20:5/8:3;O3","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C36H56NO11P,709.359102,,"",
"PC 20:5/9:1;O","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H62NO9P,695.416222,,"",
"PC 20:5/9:1;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H62NO10P,711.411137,,"",
"PC 20:5/9:4;O2","Glycerophospholipids","Glycerophosphocholines","Ox-PC",C37H56NO10P,705.364187,,"",
